complex_id,direction,alpha,n_int,int_recovery,noninterface_recovery,meanL_mpnn,meanL_esmif
1Y4A_E_I,L,1.0,41,0.2542,0.4691,0.7235,0.2885
1Y4A_E_I,L,2.0,41,0.2298,0.4695,0.9184,0.3976
1Y4A_E_I,random,0.0,41,0.2797,0.4696,0.3383,0.0797
1Y4A_E_I,random,0.25,41,0.2832,0.4698,0.3263,0.0822
1Y4A_E_I,random,0.5,41,0.2843,0.4699,0.3241,0.092
1Y4A_E_I,random,1.0,41,0.2717,0.4696,0.3127,0.0869
1Y4A_E_I,random,2.0,41,0.2393,0.469,0.2169,0.0711
1YCS_A_B,L,0.0,31,0.1517,0.3005,0.1469,0.0549
1YCS_A_B,L,0.25,31,0.1573,0.3005,0.2413,0.1188
1YCS_A_B,L,0.5,31,0.1547,0.3006,0.3344,0.1726
1YCS_A_B,L,1.0,31,0.1588,0.3011,0.4737,0.2469
1YCS_A_B,L,2.0,31,0.182,0.3011,0.6578,0.3471
1YCS_A_B,random,0.0,31,0.1517,0.3005,0.1469,0.0549
1YCS_A_B,random,0.25,31,0.1517,0.3009,0.1409,0.0635
1YCS_A_B,random,0.5,31,0.1472,0.3009,0.1249,0.051
1YCS_A_B,random,1.0,31,0.1341,0.3005,0.0674,0.0262
1YCS_A_B,random,2.0,31,0.1154,0.3003,-0.0894,-0.011
1YQV_HL_Y,L,0.0,32,0.3535,0.4076,0.1631,0.1725
1YQV_HL_Y,L,0.25,32,0.3594,0.4074,0.2711,0.3015
1YQV_HL_Y,L,0.5,32,0.3555,0.4074,0.3644,0.3792
1YQV_HL_Y,L,1.0,32,0.3511,0.4071,0.4699,0.5049
1YQV_HL_Y,L,2.0,32,0.3364,0.4072,0.6101,0.6299
1YQV_HL_Y,random,0.0,32,0.3535,0.4076,0.1631,0.1725
1YQV_HL_Y,random,0.25,32,0.3511,0.4078,0.1582,0.1445
1YQV_HL_Y,random,0.5,32,0.3467,0.4078,0.1673,0.1594
1YQV_HL_Y,random,1.0,32,0.3398,0.4074,0.1237,0.0797
1YQV_HL_Y,random,2.0,32,0.311,0.4072,0.0234,-0.0359
1Z7X_W_X,L,0.0,64,0.2131,0.3803,0.1068,0.1764
1Z7X_W_X,L,0.25,64,0.2173,0.38,0.209,0.27
1Z7X_W_X,L,0.5,64,0.2192,0.3799,0.309,0.3729
1Z7X_W_X,L,1.0,64,0.2183,0.3795,0.453,0.4901
1Z7X_W_X,L,2.0,64,0.2119,0.3795,0.6065,0.5699
1Z7X_W_X,random,0.0,64,0.2131,0.3803,0.1068,0.1764
1Z7X_W_X,random,0.25,64,0.2092,0.3801,0.1068,0.1722
1Z7X_W_X,random,0.5,64,0.2083,0.3799,0.1053,0.1654
1Z7X_W_X,random,1.0,64,0.2063,0.3802,0.0745,0.1174
1Z7X_W_X,random,2.0,64,0.1946,0.3799,-0.0247,-0.017
2A9K_A_B,L,0.0,37,0.3235,0.3573,-0.1013,-0.4168
2A9K_A_B,L,0.25,37,0.348,0.3572,0.0861,-0.2326
2A9K_A_B,L,0.5,37,0.3594,0.3574,0.1981,-0.1435
2A9K_A_B,L,1.0,37,0.3733,0.3572,0.3338,-0.0155
2A9K_A_B,L,2.0,37,0.3691,0.3573,0.4725,0.1201
2A9K_A_B,random,0.0,37,0.3235,0.3573,-0.1013,-0.4168
2A9K_A_B,random,0.25,37,0.3311,0.3574,-0.0638,-0.3666
2A9K_A_B,random,0.5,37,0.3269,0.357,-0.0685,-0.3942
2A9K_A_B,random,1.0,37,0.3184,0.3565,-0.0864,-0.4664
2A9K_A_B,random,2.0,37,0.2475,0.356,-0.3083,-0.8376
2ABZ_B_E,L,0.0,34,0.2459,0.3546,0.0054,0.0567
2ABZ_B_E,L,0.25,34,0.2619,0.3549,0.113,0.145
2ABZ_B_E,L,0.5,34,0.2808,0.3545,0.2161,0.2228
2ABZ_B_E,L,1.0,34,0.295,0.3543,0.3334,0.3317
2ABZ_B_E,L,2.0,34,0.3107,0.355,0.4899,0.4596
2ABZ_B_E,random,0.0,34,0.2459,0.3546,0.0054,0.0567
2ABZ_B_E,random,0.25,34,0.2362,0.3546,-0.0045,0.0247
2ABZ_B_E,random,0.5,34,0.2316,0.3547,-0.0113,0.0029
2ABZ_B_E,random,1.0,34,0.2109,0.3544,-0.0377,-0.0496
2ABZ_B_E,random,2.0,34,0.1719,0.3539,-0.0798,-0.071
2AW2_A_B,L,0.0,42,0.317,0.34,0.0138,-0.2462
2AW2_A_B,L,0.25,42,0.3285,0.3401,0.1106,-0.158
2AW2_A_B,L,0.5,42,0.3352,0.3398,0.178,-0.1008
2AW2_A_B,L,1.0,42,0.3318,0.3408,0.2775,-0.0305
2AW2_A_B,L,2.0,42,0.3356,0.3415,0.4108,0.0696
2AW2_A_B,random,0.0,42,0.317,0.34,0.0138,-0.2462
2AW2_A_B,random,0.25,42,0.3147,0.3398,0.0103,-0.2473
2AW2_A_B,random,0.5,42,0.3103,0.3394,-0.0046,-0.2904
2AW2_A_B,random,1.0,42,0.2835,0.3393,-0.0806,-0.4383
2AW2_A_B,random,2.0,42,0.2329,0.3384,-0.216,-0.7435
2B0U_AB_C,L,0.0,66,0.272,0.3249,-0.1209,-0.3336
2B0U_AB_C,L,0.25,66,0.2929,0.3253,0.0075,-0.2125
2B0U_AB_C,L,0.5,66,0.3085,0.3251,0.111,-0.1229
2B0U_AB_C,L,1.0,66,0.3355,0.3252,0.2527,-0.0057
2B0U_AB_C,L,2.0,66,0.3539,0.3252,0.437,0.1253
2B0U_AB_C,random,0.0,66,0.272,0.3249,-0.1209,-0.3336
2B0U_AB_C,random,0.25,66,0.2706,0.3254,-0.1497,-0.3921
2B0U_AB_C,random,0.5,66,0.2704,0.3252,-0.1711,-0.4463
2B0U_AB_C,random,1.0,66,0.2524,0.325,-0.2755,-0.6231
2B0U_AB_C,random,2.0,66,0.2135,0.3241,-0.4843,-0.9714
2B0Z_A_B,L,0.0,23,0.3071,0.341,0.0415,0.0855
2B0Z_A_B,L,0.25,23,0.3173,0.341,0.1792,0.2278
2B0Z_A_B,L,0.5,23,0.3247,0.341,0.3027,0.3549
2B0Z_A_B,L,1.0,23,0.324,0.3409,0.4531,0.4927
2B0Z_A_B,L,2.0,23,0.3295,0.3405,0.5709,0.5774
2B0Z_A_B,random,0.0,23,0.3071,0.341,0.0415,0.0855
2B0Z_A_B,random,0.25,23,0.3213,0.3409,0.06,0.1073
2B0Z_A_B,random,0.5,23,0.322,0.3407,0.085,0.144
2B0Z_A_B,random,1.0,23,0.3213,0.3406,0.0979,0.162
2B0Z_A_B,random,2.0,23,0.3227,0.341,0.0663,0.0884
2B10_A_B,L,0.0,31,0.1754,0.3611,0.1035,0.098
2B10_A_B,L,0.25,31,0.1835,0.3607,0.2187,0.2012
2B10_A_B,L,0.5,31,0.1865,0.3606,0.3326,0.3088
2B10_A_B,L,1.0,31,0.1925,0.3605,0.4885,0.4513
2B10_A_B,L,2.0,31,0.1704,0.3604,0.6864,0.6254
2B10_A_B,random,0.0,31,0.1754,0.3611,0.1035,0.098
2B10_A_B,random,0.25,31,0.1709,0.3613,0.0765,0.0815
2B10_A_B,random,0.5,31,0.1668,0.3614,0.0578,0.078
2B10_A_B,random,1.0,31,0.1573,0.3616,0.0139,0.0763
2B10_A_B,random,2.0,31,0.1411,0.3619,-0.0518,0.1053
2B11_A_B,L,0.0,29,0.2295,0.3689,0.0295,-0.0263
2B11_A_B,L,0.25,29,0.2355,0.3686,0.1781,0.0977
2B11_A_B,L,0.5,29,0.2414,0.3686,0.2857,0.1723
2B11_A_B,L,1.0,29,0.2468,0.3685,0.4728,0.3412
2B11_A_B,L,2.0,29,0.2419,0.3685,0.6892,0.5302
2B11_A_B,random,0.0,29,0.2295,0.3689,0.0295,-0.0263
2B11_A_B,random,0.25,29,0.2328,0.3685,0.0307,-0.0243
2B11_A_B,random,0.5,29,0.2376,0.3689,0.0316,-0.0096
2B11_A_B,random,1.0,29,0.2414,0.3693,0.025,0.01
2B11_A_B,random,2.0,29,0.2522,0.3689,-0.0013,0.0169
2B12_A_B,L,0.0,21,0.2626,0.3323,0.0392,-0.094
2B12_A_B,L,0.25,21,0.2701,0.3322,0.1571,-0.0059
2B12_A_B,L,0.5,21,0.2775,0.3323,0.2842,0.1065
2B12_A_B,L,1.0,21,0.2723,0.3321,0.439,0.2282
2B12_A_B,L,2.0,21,0.2753,0.3319,0.6547,0.3099
2B12_A_B,random,0.0,21,0.2626,0.3323,0.0392,-0.094
2B12_A_B,random,0.25,21,0.2589,0.3324,0.046,-0.0933
2B12_A_B,random,0.5,21,0.2574,0.3326,0.0502,-0.1003
2B12_A_B,random,1.0,21,0.2411,0.3324,0.0447,-0.1303
2B12_A_B,random,2.0,21,0.1808,0.3324,0.0166,-0.2642
2B2X_HL_A,L,0.0,39,0.2067,0.3952,0.1882,-0.3235
2B2X_HL_A,L,0.25,39,0.2027,0.3953,0.2929,-0.2537
2B2X_HL_A,L,0.5,39,0.2023,0.3952,0.3906,-0.1818
2B2X_HL_A,L,1.0,39,0.2003,0.3952,0.5684,-0.0509
2B2X_HL_A,L,2.0,39,0.1975,0.3949,0.7891,0.0828
2B2X_HL_A,random,0.0,39,0.2067,0.3952,0.1882,-0.3235
2B2X_HL_A,random,0.25,39,0.2035,0.3952,0.1828,-0.3327
2B2X_HL_A,random,0.5,39,0.2059,0.3951,0.1758,-0.3449
2B2X_HL_A,random,1.0,39,0.2023,0.395,0.1359,-0.3969
2B2X_HL_A,random,2.0,39,0.1823,0.3948,0.016,-0.6062
2B42_A_B,L,0.0,58,0.3607,0.3913,0.2187,0.5418
2B42_A_B,L,0.25,58,0.365,0.3917,0.3405,0.6536
2B42_A_B,L,0.5,58,0.3677,0.3918,0.4498,0.757
2B42_A_B,L,1.0,58,0.3629,0.3922,0.5664,0.858
2B42_A_B,L,2.0,58,0.3518,0.3913,0.7141,0.9714
2B42_A_B,random,0.0,58,0.3607,0.3913,0.2187,0.5418
2B42_A_B,random,0.25,58,0.3537,0.3912,0.1862,0.51
2B42_A_B,random,0.5,58,0.3467,0.3913,0.1434,0.4549
2B42_A_B,random,1.0,58,0.3279,0.3909,0.0012,0.2961
2B42_A_B,random,2.0,58,0.2942,0.3908,-0.2266,0.1193
2BDN_HL_A,L,0.0,30,0.2198,0.3643,-0.0481,-0.3956
2BDN_HL_A,L,0.25,30,0.2328,0.3642,0.0484,-0.3106
2BDN_HL_A,L,0.5,30,0.2443,0.3641,0.1483,-0.2466
2BDN_HL_A,L,1.0,30,0.2562,0.3642,0.2665,-0.1499
2BDN_HL_A,L,2.0,30,0.2844,0.3643,0.4191,-0.0256
2BDN_HL_A,random,0.0,30,0.2198,0.3643,-0.0481,-0.3956
2BDN_HL_A,random,0.25,30,0.2245,0.3643,-0.0376,-0.3931
2BDN_HL_A,random,0.5,30,0.2281,0.3643,-0.0285,-0.4229
2BDN_HL_A,random,1.0,30,0.2198,0.3641,-0.0844,-0.5321
2BDN_HL_A,random,2.0,30,0.1891,0.364,-0.1812,-0.6952
2BTF_A_P,L,0.0,41,0.2332,0.305,0.1762,-0.1176
2BTF_A_P,L,0.25,41,0.2515,0.3052,0.3486,0.0497
2BTF_A_P,L,0.5,41,0.2633,0.3051,0.4605,0.1464
2BTF_A_P,L,1.0,41,0.2851,0.3045,0.6333,0.2905
2BTF_A_P,L,2.0,41,0.2995,0.305,0.7931,0.4109
2BTF_A_P,random,0.0,41,0.2332,0.305,0.1762,-0.1176
2BTF_A_P,random,0.25,41,0.2287,0.3048,0.1747,-0.0877
2BTF_A_P,random,0.5,41,0.2188,0.3048,0.1221,-0.1308
2BTF_A_P,random,1.0,41,0.1921,0.3047,-0.0491,-0.2831
2BTF_A_P,random,2.0,41,0.1639,0.3045,-0.179,-0.4322
2C0L_A_B,L,0.0,43,0.2991,0.3164,-0.0076,-0.3224
2C0L_A_B,L,0.25,43,0.3209,0.3163,0.1981,-0.1492
2C0L_A_B,L,0.5,43,0.3205,0.317,0.319,-0.0556
2C0L_A_B,L,1.0,43,0.3212,0.3181,0.4887,0.0684
2C0L_A_B,L,2.0,43,0.3081,0.3182,0.6462,0.185
2C0L_A_B,random,0.0,43,0.2991,0.3164,-0.0076,-0.3224
2C0L_A_B,random,0.25,43,0.2936,0.3168,-0.0363,-0.3744
2C0L_A_B,random,0.5,43,0.2802,0.3168,-0.0946,-0.4602
2C0L_A_B,random,1.0,43,0.2235,0.316,-0.3724,-0.922
2C0L_A_B,random,2.0,43,0.1555,0.3148,-0.6691,-1.4961
2C5D_A_C,L,0.0,48,0.2223,0.3354,-0.1597,-0.3888
2C5D_A_C,L,0.25,48,0.2406,0.3354,-0.0254,-0.273
2C5D_A_C,L,0.5,48,0.2529,0.3352,0.0781,-0.179
2C5D_A_C,L,1.0,48,0.2663,0.3351,0.2157,-0.0692
2C5D_A_C,L,2.0,48,0.2796,0.3354,0.3395,0.0195
2C5D_A_C,random,0.0,48,0.2223,0.3354,-0.1597,-0.3888
2C5D_A_C,random,0.25,48,0.2201,0.3355,-0.1747,-0.4052
2C5D_A_C,random,0.5,48,0.2178,0.3351,-0.1925,-0.431
2C5D_A_C,random,1.0,48,0.209,0.3351,-0.2409,-0.5011
2C5D_A_C,random,2.0,48,0.1794,0.3351,-0.3459,-0.6285
2CCL_A_B,L,0.0,36,0.2652,0.4196,-0.0442,-0.6842
2CCL_A_B,L,0.25,36,0.2778,0.4194,0.1024,-0.5464
2CCL_A_B,L,0.5,36,0.2956,0.42,0.2197,-0.419
2CCL_A_B,L,1.0,36,0.3108,0.4204,0.3659,-0.2986
2CCL_A_B,L,2.0,36,0.3164,0.4188,0.5302,-0.0808
2CCL_A_B,random,0.0,36,0.2652,0.4196,-0.0442,-0.6842
2CCL_A_B,random,0.25,36,0.2656,0.4197,-0.0671,-0.6966
2CCL_A_B,random,0.5,36,0.26,0.4189,-0.1094,-0.7312
2CCL_A_B,random,1.0,36,0.2331,0.4178,-0.2735,-0.9105
2CCL_A_B,random,2.0,36,0.1901,0.4188,-0.4873,-1.2682
2DSQ_I_G,L,0.0,30,0.2781,0.3359,-0.0783,-0.2922
2DSQ_I_G,L,0.25,30,0.2984,0.3371,0.0376,-0.1851
2DSQ_I_G,L,0.5,30,0.3198,0.3373,0.1578,-0.065
2DSQ_I_G,L,1.0,30,0.3443,0.3368,0.2998,0.0807
2DSQ_I_G,L,2.0,30,0.3557,0.3356,0.4444,0.2366
2DSQ_I_G,random,0.0,30,0.2781,0.3359,-0.0783,-0.2922
2DSQ_I_G,random,0.25,30,0.2906,0.3366,-0.0723,-0.3242
2DSQ_I_G,random,0.5,30,0.3031,0.3381,-0.0653,-0.3506
2DSQ_I_G,random,1.0,30,0.3323,0.3378,-0.1013,-0.4371
2DSQ_I_G,random,2.0,30,0.3443,0.3368,-0.1418,-0.6026
2DVW_A_B,L,0.0,52,0.2124,0.4162,0.0906,0.0422
2DVW_A_B,L,0.25,52,0.2221,0.4154,0.2223,0.1903
2DVW_A_B,L,0.5,52,0.2281,0.4149,0.3433,0.3162
2DVW_A_B,L,1.0,52,0.2374,0.4142,0.5197,0.4778
2DVW_A_B,L,2.0,52,0.2329,0.4144,0.7069,0.6494
2DVW_A_B,random,0.0,52,0.2124,0.4162,0.0906,0.0422
2DVW_A_B,random,0.25,52,0.2055,0.4161,0.0931,0.0399
2DVW_A_B,random,0.5,52,0.1956,0.4151,0.0817,0.0225
2DVW_A_B,random,1.0,52,0.1719,0.4159,0.0257,-0.0746
2DVW_A_B,random,2.0,52,0.1271,0.4148,-0.109,-0.3016
2E7L_EQ_AD,L,0.0,45,0.2524,0.3413,0.054,-0.4609
2E7L_EQ_AD,L,0.25,45,0.2573,0.3416,0.1367,-0.3775
2E7L_EQ_AD,L,0.5,45,0.2503,0.3415,0.2208,-0.3113
2E7L_EQ_AD,L,1.0,45,0.2618,0.3411,0.3572,-0.1787
2E7L_EQ_AD,L,2.0,45,0.2483,0.3403,0.5452,-0.0662
2E7L_EQ_AD,random,0.0,45,0.2524,0.3413,0.054,-0.4609
2E7L_EQ_AD,random,0.25,45,0.2576,0.3411,0.0559,-0.4597
2E7L_EQ_AD,random,0.5,45,0.2569,0.3417,0.0583,-0.4495
2E7L_EQ_AD,random,1.0,45,0.2524,0.3417,0.0608,-0.49
2E7L_EQ_AD,random,2.0,45,0.2118,0.3415,0.023,-0.6165
2FTL_E_I,L,0.0,28,0.3689,0.4128,0.2447,0.1155
2FTL_E_I,L,0.25,28,0.3683,0.4131,0.383,0.2318
2FTL_E_I,L,0.5,28,0.3705,0.4122,0.4833,0.3174
2FTL_E_I,L,1.0,28,0.3538,0.4127,0.5997,0.4134
2FTL_E_I,L,2.0,28,0.3142,0.4125,0.7471,0.6064
2FTL_E_I,random,0.0,28,0.3689,0.4128,0.2447,0.1155
2FTL_E_I,random,0.25,28,0.3717,0.4129,0.218,0.1268
2FTL_E_I,random,0.5,28,0.3677,0.413,0.2107,0.1617
2FTL_E_I,random,1.0,28,0.3504,0.4124,0.1704,0.1998
2FTL_E_I,random,2.0,28,0.293,0.4118,-0.0033,0.2419
2G2U_A_B,L,0.0,53,0.242,0.4051,0.1589,-0.2913
2G2U_A_B,L,0.25,53,0.2547,0.4053,0.2931,-0.177
2G2U_A_B,L,0.5,53,0.2627,0.4048,0.4066,-0.097
2G2U_A_B,L,1.0,53,0.2665,0.405,0.5671,-0.034
2G2U_A_B,L,2.0,53,0.2559,0.4047,0.7569,0.0649
2G2U_A_B,random,0.0,53,0.242,0.4051,0.1589,-0.2913
2G2U_A_B,random,0.25,53,0.2356,0.4056,0.1494,-0.2738
2G2U_A_B,random,0.5,53,0.2314,0.4053,0.1199,-0.2777
2G2U_A_B,random,1.0,53,0.2176,0.4053,0.0713,-0.3278
2G2U_A_B,random,2.0,53,0.1881,0.4048,-0.0408,-0.3994
2G2W_A_B,L,0.0,47,0.2706,0.4003,0.2625,-0.1626
2G2W_A_B,L,0.25,47,0.2759,0.4006,0.419,-0.0642
2G2W_A_B,L,0.5,47,0.2849,0.4001,0.5788,0.0521
2G2W_A_B,L,1.0,47,0.2886,0.4002,0.7709,0.1702
2G2W_A_B,L,2.0,47,0.2709,0.4,0.9593,0.2704
2G2W_A_B,random,0.0,47,0.2706,0.4003,0.2625,-0.1626
2G2W_A_B,random,0.25,47,0.2723,0.4002,0.2758,-0.1084
2G2W_A_B,random,0.5,47,0.2746,0.4001,0.2782,-0.0824
2G2W_A_B,random,1.0,47,0.2703,0.4012,0.225,-0.1228
2G2W_A_B,random,2.0,47,0.251,0.4005,0.0949,-0.1646
2GOX_A_B,L,0.0,37,0.204,0.3623,0.1032,-0.0799
2GOX_A_B,L,0.25,37,0.2057,0.3627,0.2474,0.0289
2GOX_A_B,L,0.5,37,0.2095,0.3625,0.377,0.1181
2GOX_A_B,L,1.0,37,0.1993,0.3625,0.5424,0.1994
2GOX_A_B,L,2.0,37,0.1892,0.362,0.7201,0.3405
2GOX_A_B,random,0.0,37,0.204,0.3623,0.1032,-0.0799
2GOX_A_B,random,0.25,37,0.1997,0.3622,0.0811,-0.0794
2GOX_A_B,random,0.5,37,0.19,0.363,0.0644,-0.0857
2GOX_A_B,random,1.0,37,0.1723,0.3632,-0.0562,-0.1889
2GOX_A_B,random,2.0,37,0.1356,0.3627,-0.2503,-0.4483
2GYK_A_B,L,0.0,36,0.2522,0.3601,0.1556,-0.4246
2GYK_A_B,L,0.25,36,0.2674,0.3597,0.3486,-0.1879
2GYK_A_B,L,0.5,36,0.2669,0.3598,0.4484,-0.1081
2GYK_A_B,L,1.0,36,0.2869,0.3606,0.6159,0.0673
2GYK_A_B,L,2.0,36,0.3003,0.3606,0.7499,0.1874
2GYK_A_B,random,0.0,36,0.2522,0.3601,0.1556,-0.4246
2GYK_A_B,random,0.25,36,0.2522,0.3602,0.1386,-0.441
2GYK_A_B,random,0.5,36,0.2474,0.3594,0.1124,-0.4631
2GYK_A_B,random,1.0,36,0.2326,0.3599,-0.0211,-0.7017
2GYK_A_B,random,2.0,36,0.2036,0.3585,-0.3477,-1.2994
2HLE_A_B,L,0.0,48,0.2936,0.3192,-0.0458,-0.6814
2HLE_A_B,L,0.25,48,0.2995,0.3197,0.075,-0.5458
2HLE_A_B,L,0.5,48,0.3132,0.319,0.1852,-0.4218
2HLE_A_B,L,1.0,48,0.3226,0.3189,0.3154,-0.299
2HLE_A_B,L,2.0,48,0.3421,0.3187,0.4403,-0.193
2HLE_A_B,random,0.0,48,0.2936,0.3192,-0.0458,-0.6814
2HLE_A_B,random,0.25,48,0.2965,0.3193,-0.049,-0.6978
2HLE_A_B,random,0.5,48,0.2839,0.3187,-0.0844,-0.7632
2HLE_A_B,random,1.0,48,0.266,0.3186,-0.2104,-0.9331
2HLE_A_B,random,2.0,48,0.2262,0.3186,-0.3627,-1.1901
2HRK_A_B,L,0.0,25,0.2781,0.336,-0.1759,-0.7378
2HRK_A_B,L,0.25,25,0.3063,0.3369,0.0521,-0.4631
2HRK_A_B,L,0.5,25,0.32,0.3369,0.1921,-0.3227
2HRK_A_B,L,1.0,25,0.3425,0.3369,0.3823,-0.1794
2HRK_A_B,L,2.0,25,0.3456,0.3363,0.5975,-0.0539
2HRK_A_B,random,0.0,25,0.2781,0.336,-0.1759,-0.7378
2HRK_A_B,random,0.25,25,0.2806,0.3361,-0.185,-0.7732
2HRK_A_B,random,0.5,25,0.2694,0.3364,-0.1913,-0.7942
2HRK_A_B,random,1.0,25,0.2269,0.3354,-0.309,-1.0291
2HRK_A_B,random,2.0,25,0.1644,0.3354,-0.4765,-1.334
2I26_N_L,L,0.0,28,0.3075,0.3881,-0.2296,-0.2286
2I26_N_L,L,0.25,28,0.3259,0.3891,-0.0773,-0.0557
2I26_N_L,L,0.5,28,0.3415,0.3895,0.028,0.0105
2I26_N_L,L,1.0,28,0.3566,0.3901,0.1697,0.1423
2I26_N_L,L,2.0,28,0.3588,0.3897,0.2855,0.2691
2I26_N_L,random,0.0,28,0.3075,0.3881,-0.2296,-0.2286
2I26_N_L,random,0.25,28,0.3119,0.3882,-0.2285,-0.1934
2I26_N_L,random,0.5,28,0.3103,0.3886,-0.249,-0.1852
2I26_N_L,random,1.0,28,0.2952,0.3884,-0.372,-0.2452
2I26_N_L,random,2.0,28,0.2288,0.3866,-0.6431,-0.5009
2J0T_A_D,L,0.0,34,0.3313,0.3553,0.1257,-0.0121
2J0T_A_D,L,0.25,34,0.33,0.3548,0.2163,0.0127
2J0T_A_D,L,0.5,34,0.3318,0.3548,0.3026,0.0562
2J0T_A_D,L,1.0,34,0.3263,0.3548,0.4266,0.1374
2J0T_A_D,L,2.0,34,0.2973,0.3555,0.6,0.2418
2J0T_A_D,random,0.0,34,0.3313,0.3553,0.1257,-0.0121
2J0T_A_D,random,0.25,34,0.3281,0.3555,0.1256,-0.0074
2J0T_A_D,random,0.5,34,0.3166,0.3556,0.1232,0.0128
2J0T_A_D,random,1.0,34,0.307,0.3559,0.1058,0.0241
2J0T_A_D,random,2.0,34,0.25,0.354,-0.0586,-0.1515
2J12_A_B,L,0.0,39,0.234,0.3841,0.0951,-0.4589
2J12_A_B,L,0.25,39,0.2492,0.3839,0.2035,-0.3749
2J12_A_B,L,0.5,39,0.2616,0.3839,0.2821,-0.3245
2J12_A_B,L,1.0,39,0.2744,0.3839,0.4231,-0.2299
2J12_A_B,L,2.0,39,0.2865,0.3836,0.5822,-0.103
2J12_A_B,random,0.0,39,0.234,0.3841,0.0951,-0.4589
2J12_A_B,random,0.25,39,0.2308,0.3843,0.0725,-0.5
2J12_A_B,random,0.5,39,0.2268,0.3833,0.0587,-0.4986
2J12_A_B,random,1.0,39,0.2204,0.3839,0.0417,-0.5151
2J12_A_B,random,2.0,39,0.2027,0.3832,-0.0285,-0.6145
2J1K_C_T,L,0.0,36,0.3411,0.3627,-0.0416,-0.7114
2J1K_C_T,L,0.25,36,0.3624,0.3626,0.0875,-0.6168
2J1K_C_T,L,0.5,36,0.3763,0.363,0.2036,-0.5503
2J1K_C_T,L,1.0,36,0.3954,0.3637,0.365,-0.4278
2J1K_C_T,L,2.0,36,0.4123,0.3636,0.5134,-0.3232
2J1K_C_T,random,0.0,36,0.3411,0.3627,-0.0416,-0.7114
2J1K_C_T,random,0.25,36,0.3403,0.3621,-0.0393,-0.7226
2J1K_C_T,random,0.5,36,0.332,0.3617,-0.048,-0.773
2J1K_C_T,random,1.0,36,0.3095,0.3614,-0.0428,-0.8271
2J1K_C_T,random,2.0,36,0.2405,0.36,-0.2144,-1.0594
2JEL_LH_P,L,0.0,32,0.2471,0.3859,-0.0101,0.027
2JEL_LH_P,L,0.25,32,0.2524,0.3858,0.1158,0.2038
2JEL_LH_P,L,0.5,32,0.2495,0.3859,0.2071,0.3012
2JEL_LH_P,L,1.0,32,0.2612,0.3858,0.3611,0.4822
2JEL_LH_P,L,2.0,32,0.2666,0.3859,0.5369,0.7098
2JEL_LH_P,random,0.0,32,0.2471,0.3859,-0.0101,0.027
2JEL_LH_P,random,0.25,32,0.2534,0.3862,0.0045,0.0487
2JEL_LH_P,random,0.5,32,0.2588,0.3861,-0.0033,0.0305
2JEL_LH_P,random,1.0,32,0.2588,0.3862,0.0035,0.0398
2JEL_LH_P,random,2.0,32,0.2266,0.3865,-0.0904,-0.0855
2KSO_A_B,L,0.0,22,0.1825,0.2264,0.3926,0.2261
2KSO_A_B,L,0.25,22,0.1868,0.2255,0.4999,0.2598
2KSO_A_B,L,0.5,22,0.1875,0.2258,0.5643,0.2845
2KSO_A_B,L,1.0,22,0.1967,0.2256,0.6399,0.3385
2KSO_A_B,L,2.0,22,0.2017,0.2241,0.7432,0.4187
2KSO_A_B,random,0.0,22,0.1825,0.2264,0.3926,0.2261
2KSO_A_B,random,0.25,22,0.1797,0.2252,0.3824,0.2382
2KSO_A_B,random,0.5,22,0.1839,0.2259,0.3893,0.2329
2KSO_A_B,random,1.0,22,0.1726,0.2263,0.3017,0.2963
2KSO_A_B,random,2.0,22,0.1562,0.2289,0.1555,0.3357
2NOJ_A_B,L,0.0,34,0.1916,0.2889,0.2137,-0.067
2NOJ_A_B,L,0.25,34,0.1926,0.2893,0.3292,0.0521
2NOJ_A_B,L,0.5,34,0.1861,0.289,0.4304,0.1715
2NOJ_A_B,L,1.0,34,0.1811,0.2883,0.5626,0.3165
2NOJ_A_B,L,2.0,34,0.1898,0.2883,0.716,0.4789
2NOJ_A_B,random,0.0,34,0.1916,0.2889,0.2137,-0.067
2NOJ_A_B,random,0.25,34,0.199,0.289,0.2271,-0.0567
2NOJ_A_B,random,0.5,34,0.2027,0.2889,0.2232,-0.0278
2NOJ_A_B,random,1.0,34,0.204,0.2885,0.2069,-0.0116
2NOJ_A_B,random,2.0,34,0.2073,0.2898,0.1092,-0.1309
2NU0_E_I,L,0.0,29,0.4138,0.4567,-0.0304,-0.328
2NU0_E_I,L,0.25,29,0.4294,0.4568,0.167,-0.0955
2NU0_E_I,L,0.5,29,0.4407,0.4566,0.2981,0.0691
2NU0_E_I,L,1.0,29,0.4353,0.4558,0.4816,0.1945
2NU0_E_I,L,2.0,29,0.4111,0.4553,0.6722,0.3354
2NU0_E_I,random,0.0,29,0.4138,0.4567,-0.0304,-0.328
2NU0_E_I,random,0.25,29,0.4246,0.4577,-0.0141,-0.2685
2NU0_E_I,random,0.5,29,0.423,0.4567,-0.0498,-0.3072
2NU0_E_I,random,1.0,29,0.3971,0.4563,-0.15,-0.4185
2NU0_E_I,random,2.0,29,0.3249,0.4538,-0.5598,-0.9371
2NU1_E_I,L,0.0,29,0.3869,0.4635,0.081,-0.2379
2NU1_E_I,L,0.25,29,0.4003,0.4632,0.2788,-0.0139
2NU1_E_I,L,0.5,29,0.4122,0.4638,0.4066,0.1357
